id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11,OVD_t1,OVD_t2,OVD_t3,OVD_sum,pay_normal,prod_code,prod_limit,new_balance,highest_balance
54986034,7,1298.0,1,114000.0,2,11,5,103,3,60014,173.20508080000002,0,0,0,0,6,10,100100.0,360.0,56759.0
58990663,7,1314.0,3,150000.0,2,11,10,113,4,60023,187.08286930000003,0,0,0,0,1,2,85789.7012195122,0.0,957512.0
59003935,4,1308.0,1,125000.0,1,8,5,104,3,72000,181.6590212,0,0,0,0,30,10,85789.7012195122,1738.8,11956.0
58990724,7,1278.0,3,71000.0,2,11,1,111,3,60019,316.22776600000003,0,0,0,0,24,10,85789.7012195122,2824.8,102049.0
54985691,7,1241.0,3,71000.0,2,11,-1,80,5,450071,187.08286930000003,0,0,0,0,3,6,85789.7012195122,35932.8,39000.0
58993212,7,1324.0,1,117000.0,2,11,9,112,4,550001,230.2172887,0,0,0,0,0,7,85789.7012195122,0.0,74500.0
58993081,7,1216.0,3,35000.0,2,11,9,113,4,60038,1.0,0,0,0,0,11,6,85789.7012195122,0.0,23000.0
54990315,4,1235.0,3,84000.0,2,8,5,82,5,60044,1.0,0,0,0,0,5,10,85789.7012195122,7436.4,9481.0
54989200,4,1286.1657435613404,2,60000.0,2,8,9,100,5,151300,172.3223723,0,0,0,0,11,10,85789.7012195122,49263.6,45263.0
58998866,4,1288.0,3,126000.0,1,8,5,99,5,151000,173.20508080000002,0,0,0,0,25,13,85789.7012195122,0.0,30500.0
58997314,4,1406.0,1,208000.0,2,8,-1,112,5,340001,223.6067977,1,0,0,1,35,10,105600.0,20396.4,37503.0
54986544,7,1214.0,3,51000.0,2,11,9,111,5,72000,1.0,0,0,0,0,17,10,85789.7012195122,10737.6,219202.72592781534
58989774,7,1282.0,1,80000.0,2,12,-1,111,5,60019,235.1148655,0,0,0,0,6,6,85789.7012195122,25798.8,43500.0
58998029,4,1244.0,3,107000.0,2,8,5,112,5,60017,3.16227766,0,0,0,0,8,5,85789.7012195122,217981.2,211500.0
58994376,7,1444.0,3,162000.0,2,11,9,110,5,72014,328.16002189999995,0,0,0,0,6,10,85789.7012195122,0.0,1342.0
59005490,4,1288.0,1,110000.0,2,8,5,89,5,72049,190.9345438,0,0,0,0,15,10,85789.7012195122,10545.6,40678.0
58988758,7,1420.0,3,61000.0,2,11,5,80,5,151300,200.4594722,0,0,0,0,29,10,85789.7012195122,4971.6,35892.0
58985356,5,1252.0,3,124000.0,2,15,9,112,4,60091,200.0,0,0,0,0,23,10,113850.0,9847.2,18933.0
58998166,4,1355.0,3,177000.0,2,8,5,87,5,151101,1.0,0,0,0,0,17,5,85789.7012195122,0.0,40500.0
54986167,7,1256.0,3,130000.0,1,11,9,105,5,60058,187.08286930000003,0,0,0,0,3,6,85789.7012195122,26460.0,32000.0
58998256,4,1280.0,3,89000.0,2,8,5,85,3,151300,189.7366596,0,0,0,0,8,10,85789.7012195122,0.0,4459.0
54985241,7,1276.0,3,90000.0,2,11,5,110,4,450015,212.1320344,0,0,0,0,9,10,16500.0,-368.4,11783.0
58993081,7,1216.0,3,35000.0,2,11,9,113,4,60038,1.0,0,0,0,0,7,10,85789.7012195122,185364.0,219202.72592781534
58986716,5,1296.0,3,289000.0,2,15,5,95,5,450027,310.1612484,0,0,0,0,6,10,85789.7012195122,152637.6,219202.72592781534
54987675,7,1258.0,3,126000.0,2,11,5,105,3,151300,1.0,0,0,0,0,26,5,85789.7012195122,0.0,100500.0
54985821,7,1277.0,3,243000.0,2,11,5,83,5,60087,1.0,0,0,0,0,24,10,66000.0,-75.6,16086.0
58993803,7,1286.1657435613404,2,370000.0,2,11,-1,85,3,350096,351.0911563,0,0,0,0,20,10,181500.0,4926.0,67504.0
58991343,7,1358.0,3,500000.0,2,11,2,112,5,510000,316.22776600000003,0,0,0,0,16,10,121000.0,0.0,219202.72592781534
58999612,4,1220.0,3,140000.0,2,8,5,109,4,72010,1.0,2,0,0,27,29,10,85789.7012195122,213890.4,196805.0
54985358,7,1286.1657435613404,2,97000.0,2,11,5,76,5,72000,179.0809873,0,0,0,0,16,10,85789.7012195122,0.0,88751.0
58995052,7,1314.0,1,97000.0,2,11,9,90,3,60005,221.3594362,0,0,0,0,33,10,69300.0,10761.6,65033.0
58999633,4,1296.0,3,250000.0,2,8,5,105,3,60033,200.0,0,0,0,0,10,10,85789.7012195122,1918.8,3763.0
58988044,5,1241.0,3,66000.0,2,15,9,115,3,350077,174.34448659999998,0,0,0,0,1,10,85789.7012195122,1026.0,219202.72592781534
58991407,7,1302.0,1,92000.0,2,11,-1,105,4,591003,167.33200530000002,0,0,0,0,3,10,85789.7012195122,278464.8,244901.0
59000307,4,1337.0,3,410000.0,2,8,5,83,5,60091,1.0,0,0,0,0,34,10,33000.0,20485.2,26515.0
54992137,4,1286.1657435613404,2,83000.0,2,8,5,110,3,71000,1.0,0,0,0,0,1,6,85789.7012195122,0.0,8490.0
59000958,4,1262.0,1,360000.0,2,8,-1,113,4,151300,200.0,0,0,0,0,29,10,91300.0,3342.0,11748.0
58984255,5,1223.0,3,50000.0,2,15,5,89,3,151300,1.0,0,0,0,0,2,10,85789.7012195122,268.8,936.0
58998646,4,1294.0,1,458000.0,2,8,-1,75,5,340017,200.0,0,0,0,0,28,5,85789.7012195122,0.0,102054.0
54986851,7,1286.1657435613404,2,89000.0,2,11,9,80,5,72001,243.1666095,0,0,0,0,1,1,85789.7012195122,600000.0,500500.0
58985868,5,1218.0,3,215000.0,2,15,5,82,5,60016,1.0,1,0,0,22,28,10,143000.0,2398.8,9025.0
58998578,4,1192.0,3,50000.0,2,8,5,106,5,60090,1.0,0,0,0,0,5,6,85789.7012195122,0.0,48500.0
58994712,7,1288.0,1,135000.0,2,11,5,109,4,72000,1.0,0,0,0,0,20,0,85789.7012195122,112532.4,140500.0
58985900,5,1286.1657435613404,2,43000.0,2,15,9,111,5,361027,167.7885574,0,0,0,0,4,15,85789.7012195122,12824.4,20500.0
58986716,5,1296.0,3,289000.0,2,15,5,95,5,450027,310.1612484,0,0,0,0,5,10,85789.7012195122,38330.4,32442.0
54985929,7,1286.1657435613404,2,73000.0,2,11,9,114,4,361000,153.39165559999998,4,1,0,88,11,6,85789.7012195122,0.0,37950.0
58993672,7,1415.0,3,155000.0,2,11,5,107,3,60005,212.1320344,0,0,0,0,20,2,85789.7012195122,1447359.6,1600500.0
54991585,4,1271.0,3,120000.0,2,8,5,89,3,60001,200.0,0,0,0,0,1,10,85800.0,48548.4,41755.0
58995407,7,1316.0,1,64000.0,2,11,9,87,5,60079,1.0,0,0,0,0,8,5,85789.7012195122,0.0,200500.0
54990557,4,1298.0,1,124000.0,2,8,5,89,3,151009,200.0,0,0,0,0,36,10,45100.0,47421.6,46594.0
58990897,7,1310.0,3,128000.0,2,11,9,105,5,60052,223.6067977,0,0,0,0,5,10,85789.7012195122,-1.2,17840.0
59004489,4,1262.0,3,155000.0,2,8,5,110,4,72001,248.3022352,0,0,0,0,4,5,85789.7012195122,0.0,100500.0
58995787,7,1289.0,3,68000.0,1,11,5,86,3,60016,173.20508080000002,0,0,0,0,35,10,85789.7012195122,0.0,89441.0
58997888,4,1352.0,3,175000.0,2,8,9,105,5,60004,219.089023,0,0,0,0,30,10,74800.0,3680.4,19990.0
58986566,5,1320.0,3,150000.0,2,15,9,108,5,361028,200.0,0,0,0,0,9,6,85789.7012195122,0.0,31990.0
58984737,5,1292.0,3,130000.0,2,15,2,111,4,71000,173.20508080000002,0,0,0,0,10,10,118800.0,1502.4,80040.0
58985236,5,1265.0,3,135000.0,2,15,5,100,5,151300,231.721816,0,0,0,0,4,10,85789.7012195122,149040.0,2929.0
54983198,5,1230.0,3,78000.0,2,15,5,85,5,72000,232.3790008,1,0,0,1,31,10,94600.0,10545.6,85760.0
58991802,7,1326.0,1,141000.0,2,11,-1,67,5,60007,1.0,0,0,0,0,13,1,85789.7012195122,0.0,76100.0
54988624,7,1274.0,1,120000.0,2,11,5,84,5,151300,1.0,0,0,0,0,4,5,85789.7012195122,0.0,35500.0
54991404,4,1278.0,1,201000.0,2,8,5,102,5,72000,1.0,4,2,1,390,17,10,85789.7012195122,0.0,164617.0
58983376,5,1272.0,3,49000.0,2,15,-1,86,5,330004,200.0,0,0,0,0,14,6,85789.7012195122,0.0,21490.0
58986069,5,1322.0,3,195000.0,2,15,9,95,5,60000,200.0,0,0,0,0,35,10,56100.0,13090.8,32050.0
58986053,5,1262.0,3,93000.0,2,15,9,86,5,151300,204.9390153,0,0,0,0,9,6,85789.7012195122,0.0,18900.0
59000143,4,1286.1657435613404,2,47000.0,2,8,9,114,4,60000,175.806712,0,0,0,0,14,10,85789.7012195122,19730.4,46051.0
59001486,4,1295.0,1,30000.0,2,8,-1,93,5,350052,316.22776600000003,0,0,0,0,0,6,85789.7012195122,0.0,13402.0
59004828,4,1274.0,1,132000.0,2,8,5,107,3,60016,202.4845673,0,0,0,0,21,10,110000.0,0.0,24962.0
58987097,5,1248.0,3,98000.0,2,15,5,110,4,550003,178.8854382,0,0,0,0,1,10,107250.0,4869.6,96168.0
58998166,4,1355.0,3,177000.0,2,8,5,87,5,151101,1.0,0,0,1,139,24,10,85789.7012195122,0.0,3983.0
58997607,4,1268.0,1,118000.0,2,8,-1,95,3,330006,1.0,0,0,0,0,33,10,41800.0,946.8,51998.0
58995669,7,1286.1657435613404,3,35000.0,2,12,-1,86,3,650070,161.8548733,0,0,0,0,0,6,85789.7012195122,0.0,49000.0
54991470,4,1338.0,1,150000.0,2,8,5,110,5,60029,316.22776600000003,0,0,0,0,23,10,206800.0,0.0,219202.72592781534
59004621,4,1288.0,3,110000.0,2,8,9,80,5,151300,1.0,0,0,0,0,2,10,132000.0,3708.0,3590.0
54992448,7,1350.0,1,137000.0,2,11,5,100,3,60048,178.8854382,0,0,0,0,32,5,85789.7012195122,0.0,71500.0
58998351,4,1328.0,3,488000.0,2,8,9,114,4,60057,632.4555320000001,0,0,0,0,0,6,85789.7012195122,0.0,33400.0
54987401,7,1325.0,1,50000.0,2,12,-1,105,5,350012,225.2287726,0,0,0,0,6,10,85789.7012195122,0.0,219202.72592781534
59005448,4,1232.0,3,100000.0,2,8,5,95,3,350012,200.0,3,0,0,60,27,10,11000.0,1521.6,11459.0
58995813,7,1230.0,3,57000.0,2,11,9,108,4,450015,170.29386369999995,0,0,0,0,6,6,85789.7012195122,7560.0,21500.0
54984182,5,1282.0,3,144000.0,2,15,5,68,1,60057,1.0,0,0,0,0,36,13,85789.7012195122,0.0,39500.0
59004373,4,1288.0,1,139000.0,2,8,5,100,3,60030,244.94897430000003,0,0,0,0,13,1,85789.7012195122,231400.8,234500.0
58989748,7,1200.0,3,110000.0,2,11,5,113,4,60034,249.69981980000003,0,0,0,0,10,10,85789.7012195122,44658.0,63048.0
58992060,7,1272.0,1,229000.0,2,11,-1,112,3,450000,173.20508080000002,0,0,0,0,29,10,49500.0,49821.6,42018.0
54982549,5,1326.0,3,30000.0,2,15,5,110,5,60005,1.0,6,2,0,330,5,17,85789.7012195122,0.0,330500.0
58987200,5,1286.1657435613404,2,126000.0,2,15,9,83,5,450058,176.0681686,0,0,0,0,36,10,85789.7012195122,32065.2,27221.0
54986045,7,1284.0,3,132000.0,2,11,5,104,5,60015,1.0,0,0,0,0,6,10,59400.0,2466.0,50768.0
58986716,5,1296.0,3,289000.0,2,15,5,95,5,450027,310.1612484,0,0,0,0,14,5,85789.7012195122,0.0,150500.0
58993212,7,1324.0,1,117000.0,2,11,9,112,4,550001,230.2172887,0,0,0,0,18,13,85789.7012195122,0.0,23000.0
54990272,4,1230.0,3,85000.0,2,8,5,86,5,72000,1.0,0,0,0,0,9,1,85789.7012195122,421640.4,417500.0
58998715,4,1376.0,3,77000.0,2,8,9,113,5,151300,225.8362238,0,0,0,0,3,10,85789.7012195122,0.0,750.0
58990727,7,1469.0,3,103000.0,2,11,5,71,5,60092,1.0,0,0,0,0,5,12,85789.7012195122,0.0,18563.0
58984421,5,1290.0,3,86000.0,2,15,5,93,5,60033,1.0,0,0,0,0,22,10,77000.0,16004.4,60024.0
54988214,7,1256.0,1,126000.0,2,11,9,102,3,350705,158.11388300000002,1,4,9,2211,7,10,85789.7012195122,0.0,57240.0
59003162,4,1286.1657435613404,2,50000.0,2,8,5,87,5,60033,167.934511,4,2,0,183,7,10,88000.0,0.0,102204.0
58993744,7,1370.0,3,394000.0,2,11,5,112,5,510009,445.0382006,0,0,0,0,3,3,85789.7012195122,0.0,1600500.0
59004304,4,1228.0,1,150000.0,2,8,5,78,3,72000,1.0,0,0,0,0,29,10,128700.0,99146.4,93550.0
58985870,5,1258.0,3,95000.0,2,15,5,93,5,60036,1.0,0,0,34,25844,2,10,85789.7012195122,0.0,54688.0
58997157,7,1286.1657435613404,2,91000.0,2,11,-1,105,3,60074,1.0,0,0,0,0,4,10,55000.0,14720.4,40919.0
58997951,4,1230.0,3,125000.0,2,8,9,109,5,71002,316.22776600000003,0,0,0,0,0,10,85789.7012195122,0.0,29605.0
58998583,4,1310.0,3,129000.0,1,8,5,100,5,151300,181.6590212,0,0,0,0,18,5,85789.7012195122,0.0,134500.0
58983272,5,1296.0,3,148000.0,2,15,5,100,4,60023,187.08286930000003,0,0,0,0,9,10,85789.7012195122,0.0,1803.0
59004946,4,1266.0,1,120000.0,1,8,5,109,4,60023,187.08286930000003,0,0,0,0,5,10,77000.0,51295.2,69058.0
58988212,5,1228.0,3,35000.0,2,15,4,105,5,510099,316.22776600000003,0,0,0,0,28,5,85789.7012195122,0.0,720500.0
54982727,5,1306.0,3,157000.0,2,15,9,111,5,71000,249.7999199,9,0,2,575,9,5,85789.7012195122,0.0,167500.0
54989125,4,1373.0,3,369000.0,2,8,7,108,5,330005,350.5923559,0,0,0,0,36,0,85789.7012195122,0.0,232513.0
54992395,4,1286.1657435613404,2,91000.0,2,8,-1,107,3,60018,1.0,0,0,0,0,34,10,27500.0,34479.6,128298.0
58987200,5,1286.1657435613404,2,126000.0,2,15,9,83,5,450058,176.0681686,0,0,0,0,28,10,97900.0,15027.6,94299.0
54987088,7,1286.1657435613404,2,74000.0,2,11,9,85,5,60073,1.0,0,0,0,0,26,1,85789.7012195122,0.0,88500.0
54989322,4,1286.1657435613404,2,54000.0,2,8,5,89,5,72016,189.7366596,0,0,0,0,4,10,22000.0,12271.2,21365.0
58983266,5,1210.0,3,35000.0,2,15,5,78,5,71000,227.015418,0,0,0,0,4,5,85789.7012195122,575247.6,499500.0
58998646,4,1294.0,1,458000.0,2,8,-1,75,5,340017,200.0,0,0,0,0,0,6,85789.7012195122,0.0,6810.0
59005255,4,1306.0,1,128000.0,2,8,3,96,3,60042,1.0,0,0,0,0,36,10,60500.0,13161.6,39220.0
54983809,5,1300.0,3,30000.0,2,15,5,100,5,350059,316.22776600000003,0,0,0,0,6,13,85789.7012195122,63967.2,58831.0
54988630,7,1330.0,1,115000.0,2,11,-1,86,3,341349,141.4213562,0,0,0,0,6,6,85789.7012195122,17400.0,29500.0
58995813,7,1230.0,3,57000.0,2,11,9,108,4,450015,170.29386369999995,0,0,0,0,6,6,85789.7012195122,7920.0,22500.0
54985410,7,1304.0,3,290000.0,2,11,5,111,4,60000,310.3836336,0,0,0,0,32,10,85789.7012195122,32414.4,32568.0
58985795,5,1390.0,3,38000.0,2,15,5,109,5,450015,158.5370619,0,0,0,0,10,6,85789.7012195122,19995.6,50499.0
58990273,7,1362.0,3,83000.0,2,11,9,100,4,151300,174.2067737,0,0,0,0,29,5,85789.7012195122,56042.4,150500.0
58985627,5,1286.1657435613404,3,95000.0,2,15,-1,112,4,450006,173.20508080000002,0,0,0,0,31,10,71500.0,74668.8,63912.0
59002060,4,1280.0,3,96000.0,2,8,9,112,4,60062,1.0,0,0,0,0,4,6,85789.7012195122,0.0,17600.0
58990273,7,1362.0,3,83000.0,2,11,9,100,4,151300,174.2067737,0,0,0,0,36,10,47300.0,13626.0,29362.0
58983865,5,1388.0,3,75000.0,2,15,5,113,5,450027,222.2970985,0,0,0,0,16,2,85789.7012195122,1683698.4,1430500.0
54985058,7,1266.0,3,227000.0,2,11,9,112,4,151300,254.9509757,0,0,0,0,32,10,85789.7012195122,1647.6,80405.0
59001676,4,1288.0,3,120000.0,2,8,9,114,5,60059,1.0,2,0,0,2,8,10,55000.0,11038.8,49733.0
54989788,4,1277.0,1,162000.0,2,8,5,85,5,151304,212.1320344,2,0,0,2,34,10,148500.0,5414.4,107276.0
54991967,4,1286.1657435613404,2,70000.0,2,8,5,90,3,72000,186.1451047,0,0,0,0,8,10,22000.0,20398.8,20499.0
54985621,7,1338.0,3,162000.0,2,11,5,108,5,151300,200.0,0,0,0,0,36,10,85789.7012195122,0.0,39047.0
58986298,5,1286.1657435613404,2,116000.0,2,15,5,110,4,510037,214.8441295,0,0,0,0,10,6,85789.7012195122,2136.0,18300.0
58995389,7,1289.0,1,107000.0,2,11,5,102,3,151300,1.0,0,0,0,0,4,5,85789.7012195122,386210.4,350500.0
58991973,7,1298.0,1,71000.0,2,11,-1,113,4,72000,1.0,0,0,0,0,26,10,57200.0,52819.2,56923.0
54990497,4,1286.1657435613404,2,35000.0,2,8,5,101,3,60029,237.301496,1,1,0,81,2,10,85789.7012195122,9108.0,219202.72592781534
54987489,7,1307.0,1,182000.0,2,11,-1,101,5,350052,200.0,0,0,0,0,10,10,85789.7012195122,10312.8,19147.0
59002314,4,1318.0,3,293000.0,2,8,5,100,5,60018,1.0,0,0,0,0,10,10,22000.0,0.0,219202.72592781534
54990128,4,1286.1657435613404,2,105000.0,2,8,9,110,5,72000,187.0561413,0,0,0,0,10,5,85789.7012195122,436603.2,400500.0
59000497,4,1258.0,3,88000.0,2,8,5,101,3,60018,200.0,0,0,0,0,10,10,85789.7012195122,18589.2,27623.0
58995877,7,1277.0,3,132000.0,2,11,9,80,5,60016,1.0,0,0,0,0,1,10,55000.0,2050.8,2208.0
59002317,4,1266.0,3,87000.0,2,8,-1,98,5,361029,1.0,0,0,0,0,29,2,85789.7012195122,1799905.2,1600500.0
58985870,5,1258.0,3,95000.0,2,15,5,93,5,60036,1.0,0,0,0,0,12,12,85789.7012195122,22666.8,19250.0
54984774,5,1278.0,3,35000.0,2,15,5,80,5,60005,1.0,0,0,0,0,0,6,85789.7012195122,0.0,52100.0
54986977,7,1286.1657435613404,2,77000.0,2,11,5,83,3,60000,174.93141509999998,0,0,0,0,7,6,85789.7012195122,0.0,19500.0
59000764,4,1270.0,3,107000.0,1,8,9,81,3,60040,173.20508080000002,0,0,0,0,24,13,85789.7012195122,0.0,33500.0
58999555,4,1283.0,3,94000.0,2,8,9,64,5,60017,1.0,0,0,0,0,2,6,85789.7012195122,0.0,11000.0
59004716,4,1268.0,1,104000.0,2,8,9,95,5,60027,1.0,0,0,0,0,9,6,85789.7012195122,0.0,11700.0
58987097,5,1248.0,3,98000.0,2,15,5,110,4,550003,178.8854382,0,0,0,0,21,10,71500.0,0.0,219202.72592781534
59003717,4,1286.1657435613404,2,86000.0,2,8,5,114,5,151300,169.1123887,0,0,0,0,10,10,102300.0,60852.0,85659.0
58982397,1,1294.0,1,500000.0,2,4,9,105,5,650005,1.0,0,0,0,0,3,10,234300.0,2294.4,120301.0
58998054,4,1250.0,3,137000.0,2,8,5,90,5,72000,1.0,0,0,0,0,1,10,85789.7012195122,-121.2,601.0
58990200,7,1268.0,3,101000.0,2,11,4,108,5,450032,200.0,0,0,0,0,11,6,85789.7012195122,0.0,10500.0
54984182,5,1282.0,3,144000.0,2,15,5,68,1,60057,1.0,0,0,0,0,8,5,85789.7012195122,0.0,60500.0
58988212,5,1228.0,3,35000.0,2,15,4,105,5,510099,316.22776600000003,0,0,0,0,35,2,85789.7012195122,5483298.0,5260500.0
58984882,5,1290.0,1,106000.0,2,15,-1,112,3,450019,204.9390153,0,0,0,0,15,10,55000.0,28540.8,53295.0
58992082,7,1296.0,1,76000.0,2,11,10,113,4,72001,1.0,0,0,0,0,1,10,55000.0,22.8,46506.0
58993402,7,1420.0,1,89000.0,2,11,5,110,3,350060,337.106808,1,3,0,270,14,10,85789.7012195122,0.0,1604.0
58996773,7,1214.0,3,74000.0,2,11,5,110,4,60058,204.9390153,0,0,0,0,23,10,46200.0,2900.4,51411.0
54985691,7,1241.0,3,71000.0,2,11,-1,80,5,450071,187.08286930000003,0,0,0,0,7,6,85789.7012195122,9596.4,32500.0
59000822,4,1276.0,3,284000.0,2,8,5,107,5,60000,1.0,0,0,0,0,36,10,259600.0,171.6,17480.0
58991302,7,1290.0,1,108000.0,1,11,5,95,5,60064,1.0,0,0,0,0,36,10,85789.7012195122,21276.0,34619.0
59001171,4,1200.0,3,69000.0,2,8,5,104,5,60064,1.0,0,0,0,0,36,10,85789.7012195122,0.0,11780.0
58996391,7,1386.0,1,165000.0,2,11,-1,100,3,350098,173.20508080000002,0,0,0,0,36,10,70950.0,16380.0,23577.0
59001607,4,1187.0,3,100000.0,2,8,5,102,3,60017,547.7225575,0,0,0,0,10,6,85789.7012195122,0.0,10836.0
54991086,4,1289.0,1,143000.0,2,8,5,70,5,60091,1.0,0,0,0,0,16,10,85789.7012195122,10674.0,20865.0
54987756,7,1258.0,3,144000.0,2,11,5,114,3,60028,1.0,0,0,0,0,2,1,85789.7012195122,365331.6,304943.0
59002062,4,1320.0,1,123000.0,2,8,5,105,3,332444,1.0,0,0,0,0,21,10,30800.0,1861.2,35367.0
54990339,4,1306.0,1,90000.0,2,8,5,93,5,60085,200.0,0,0,0,0,15,10,85789.7012195122,3751.2,55108.0
54991742,4,1246.0,3,50000.0,2,8,5,88,3,340017,300.0,1,2,0,180,19,10,85789.7012195122,0.0,12537.0
59003535,4,1286.1657435613404,2,139000.0,2,8,5,111,3,60036,1.0,0,0,0,0,2,10,68200.0,11995.2,10621.0
58991722,7,1308.0,3,143000.0,2,11,5,100,3,151009,173.20508080000002,0,0,0,0,2,10,34100.0,0.0,28550.0
58995151,7,1286.1657435613404,2,126000.0,2,11,9,115,4,450028,224.2676972,6,1,0,205,27,5,85789.7012195122,0.0,100500.0
58996112,7,1248.0,3,76000.0,2,11,5,95,3,72000,200.0,0,0,0,0,9,6,85789.7012195122,5664.0,24100.0
58991759,7,1252.0,3,103000.0,2,11,9,108,4,60095,234.520788,0,0,0,0,9,6,85789.7012195122,4945.2,33510.0
58984798,5,1300.0,3,273000.0,2,15,2,108,5,72000,200.0,0,0,0,0,22,10,85789.7012195122,0.0,29633.0
58987375,5,1230.0,3,58000.0,2,15,-1,92,3,340020,122.4744871,0,0,0,0,1,10,16500.0,493.2,911.0
59001893,4,1313.0,3,133000.0,2,8,5,80,5,60074,1.0,0,0,0,0,22,10,122100.0,0.0,46008.0
58999754,4,1310.0,3,88000.0,2,8,5,100,5,60005,1.0,0,0,0,0,20,0,85789.7012195122,1.2,46500.0
58989048,7,1298.0,3,182000.0,2,11,5,100,5,60001,244.94897430000003,0,0,0,0,12,10,55000.0,24220.8,50060.0
54985621,7,1338.0,3,162000.0,2,11,5,108,5,151300,200.0,0,0,0,0,9,10,85789.7012195122,6621.6,26958.0
54987088,7,1286.1657435613404,2,74000.0,2,11,9,85,5,60073,1.0,0,2,0,76,6,10,85789.7012195122,0.0,79402.0
54987675,7,1258.0,3,126000.0,2,11,5,105,3,151300,1.0,0,0,0,0,9,10,85789.7012195122,0.0,1388.0
58995860,7,1362.0,3,93000.0,2,11,5,115,4,151300,1.0,0,0,0,0,9,10,62700.0,17664.0,55655.0
54986288,7,1278.0,1,105000.0,2,11,-1,112,4,450002,158.11388300000002,0,0,0,0,1,10,55000.0,16602.0,45855.0
59002314,4,1318.0,3,293000.0,2,8,5,100,5,60018,1.0,0,0,0,0,1,10,85789.7012195122,0.0,736.0
58992457,7,1284.0,3,144000.0,2,11,4,96,3,71002,1.0,0,0,0,0,7,5,85789.7012195122,265280.4,248500.0
58992868,7,1316.0,1,117000.0,2,11,-1,110,5,361013,1.0,0,0,0,0,1,6,85789.7012195122,0.0,30500.0
58989298,7,1364.0,3,106000.0,2,11,5,86,3,510003,187.08286930000003,0,0,0,0,23,10,85789.7012195122,2331.6,70422.0
54985058,7,1266.0,3,227000.0,2,11,9,112,4,151300,254.9509757,0,0,0,0,1,10,88000.0,0.0,16175.0
58996671,7,1283.0,3,90000.0,2,11,5,85,5,60000,1.0,0,0,0,0,0,13,85789.7012195122,0.0,21650.0
58987142,5,1310.0,1,500000.0,2,15,5,103,5,452306,244.94897430000003,0,0,0,0,21,10,60500.0,0.0,49974.0
58984182,5,1286.0,3,92000.0,1,15,5,81,3,60018,200.0,0,0,0,0,25,1,85789.7012195122,0.0,30500.0
54986075,7,1246.0,3,81000.0,2,11,5,103,5,60014,1.0,0,0,0,0,35,10,47300.0,32.4,26151.0
58993789,7,1238.0,3,59000.0,2,11,9,112,5,60000,1.0,0,0,0,0,8,10,71500.0,48438.0,67971.0
58991580,7,1252.0,3,103000.0,1,11,5,102,5,60095,173.20508080000002,0,0,0,0,29,10,85789.7012195122,6276.0,32899.0
54986429,7,1326.0,3,208000.0,2,11,5,105,4,510070,279.6640842,0,0,0,0,36,10,56100.0,47292.0,43372.0
59004680,4,1370.0,1,273000.0,2,8,9,110,5,60015,1.0,0,0,0,0,9,6,85789.7012195122,0.0,25500.0
54987320,7,1286.1657435613404,2,59000.0,2,11,5,108,4,450081,197.4031408,0,0,0,0,14,2,85789.7012195122,0.0,1100500.0
59002317,4,1266.0,3,87000.0,2,8,-1,98,5,361029,1.0,0,0,0,0,0,6,85789.7012195122,0.0,18000.0
54989304,4,1238.0,3,125000.0,2,8,9,85,5,60002,1.0,0,0,0,0,1,10,55000.0,0.0,219202.72592781534
58994346,7,1298.0,1,100000.0,2,11,9,112,4,552104,178.8854382,1,1,0,77,34,1,85789.7012195122,0.0,225500.0
58998646,4,1294.0,1,458000.0,2,8,-1,75,5,340017,200.0,0,0,0,0,10,6,85789.7012195122,0.0,48500.0
54982387,2,1349.0,1,286000.0,2,3,-1,80,3,361003,1.0,0,0,0,0,28,1,85789.7012195122,0.0,500500.0
58992419,7,1382.0,3,115000.0,2,11,5,100,5,60058,1.0,0,0,0,0,6,1,85789.7012195122,308448.0,200500.0
54983721,5,1475.0,3,96000.0,2,15,9,110,5,72001,1.0,0,0,0,0,20,10,85789.7012195122,0.0,48273.0
58995451,7,1248.0,3,60000.0,2,11,5,90,3,60074,1.0,0,0,0,0,8,6,85789.7012195122,5520.0,28100.0
54986232,7,1272.0,3,138000.0,2,11,5,71,3,60023,1.0,0,0,0,0,4,10,85789.7012195122,0.0,53422.0
58991389,7,1366.0,3,84000.0,2,11,5,100,3,60023,1.0,0,0,0,0,1,6,85789.7012195122,0.0,29600.0
58988787,7,1286.1657435613404,2,83000.0,2,11,9,85,5,72000,1.0,0,0,0,0,9,10,85789.7012195122,16532.4,14277.0
54983144,5,1214.0,3,58000.0,2,15,5,112,4,72000,200.0,0,0,0,0,2,10,44000.0,49766.4,41972.0
58990200,7,1268.0,3,101000.0,2,11,4,108,5,450032,200.0,14,3,0,530,12,13,85789.7012195122,0.0,46600.0
58986444,5,1319.0,3,15000.0,2,15,5,114,3,450069,158.11388300000002,0,0,0,0,2,10,85789.7012195122,0.0,3549.0
58992063,7,1138.0,3,88000.0,2,11,-1,107,4,450081,158.11388300000002,0,0,0,0,9,10,85789.7012195122,8664.0,7720.0
58994121,7,1241.0,3,65000.0,2,11,9,110,3,151011,1.0,0,0,0,0,9,10,46200.0,26989.2,30804.0
59003155,4,1340.0,3,116000.0,2,8,9,104,5,72000,1.0,0,0,0,0,8,10,85789.7012195122,0.0,10031.0
